004701.5  +115826  5.50  +0.97
004713.6  +193444  6.13  +0.27
004720.3  +241602  4.06  +1.12
004723.6  +064427  5.99  +0.94
004743.3  -180341  5.70  +1.30
004746.1  +745051  5.41  -0.08
004754.8  +205531  6.54  +0.50
004801.1  -214321  5.57  -0.06
004809.1  +724030  5.87  +1.01
004817.4  +071800  5.93  +1.10
004823.0  +051650  5.75  +0.88
004835.4  -745524  5.07  +1.37
004841.0  +073506  4.43  +1.50
004850.1  +505806  4.89  -0.11
004856.7  -464152  6.27  +0.90
004858.7  +165626  5.07  +0.51
004906.0  +574857  3.44  +0.57
004913.9  -240811  5.90  +0.95
004925.6  -133341  5.59  +1.30
004933.4  -232142  6.28  +0.13
004948.8  +410444  4.53  -0.15
004952.8  +274239   7.0  +0.36
005003.7  -432341  6.48  +0.29
005007.6  -103840  5.19  +0.50
005018.3  +450008  6.15  +0.01
005041.2  -505913  5.22  +0.36
005043.6  +641451  5.39  +0.49
005057.4  +513029  6.39  +0.28
005116.4  +614821  6.07  +1.88
005118.3  +032306  6.37  +1.07
005152.1  -434233  6.90  +0.35
005224.3  -693016  6.22  +0.56
005240.6  -240021  5.46  +1.24
005253.4  +383255  6.69  +0.02
005300.5  -010839  4.77  +1.57
005304.1  +610727  4.82  +0.53
005312.4  -244637  6.46  +0.44
005328.2  +372505  6.06  +1.14
005337.9  -625217  5.70  +1.56
005347.6  +524121  6.27  +0.19
005417.6  -084427  6.16  +0.92
005435.2  +191118  5.74  -0.01
005453.1  +834226  5.62  +0.09
005458.0  +233742  5.47  +1.00
005500.1  +585822  4.83  +1.21
005500.3  -693137  5.45  +1.09
005505.2  +484043  6.27  +1.68
005514.7  +243325  6.20  +1.62
005542.4  -072050  5.85  +1.52
005555.5  -274632  6.10  +1.67
005558.5  +271234  6.09  +0.14
005601.5  -111600  5.31  +1.52
005612.9  +575948  6.21  +1.37
005639.8  +591052  4.63  +0.96
005642.5  +604300  2.47  -0.15
005645.2  +382958  3.87  +0.13
005647.1  +602146  5.55  -0.07
005655.6  +684634  6.37  +0.38
005712.4  +232503  4.42  +0.94
005739.7  +455023  6.12  +1.02
005750.2  +285932  5.42  +1.08
005754.5  +134145  6.32  +0.89
005814.2  +335703  5.98  +1.00
005818.9  +212416  6.37  +0.09
005822.4  -604147  6.23  +0.10
005831.1  +662108  5.97  -0.02
005836.4  -292127  4.31  -0.16
005843.9  -112248  5.61  +0.97
005949.7  +062859  6.11  +1.67
010003.6  +444248  6.04  -0.01
010031.0  +705859  6.39  +0.13
010118.3  -385500  5.59  +1.18
010201.8  -570009  6.11  +0.94
010226.4  -313307  5.50  +0.08
010242.9  -652722  6.21  +1.64
010249.1  +314816  5.50  -0.05
010249.2  -462351  5.36  +0.90
010254.3  +412042  5.98  +0.16
010256.6  +075324  4.28  +0.96
010301.5  +472234  6.45  +0.25
010302.6  -045012  5.43  +1.11
010317.6  -293133  6.29  +0.93
010337.0  +610430  5.92  +0.49
010349.0  +012200  6.04  +0.27
010402.4  +523008  5.99  +1.47
010419.6  +613449  5.84  +0.54
010427.6  +293931  6.19  +0.43
010436.4  +395928  6.72  +0.31
010446.8  +510036  6.54  -0.08
010452.6  +053923  6.00  +1.51
010505.4  +145646  5.68  +0.41
010536.8  -095845  6.12  +1.01
010540.9  +212824  5.34  -0.03
010541.7  +212755  5.56  -0.07
010549.2  +045430  6.35  +0.38
010551.4  +045434  7.25  +0.49
010605.0  -464307  3.31  +0.89
010605.1  -095022  5.58  +0.01
010607.7  -235933  6.14  +1.09
010622.8  +624542  6.54  +0.19
010626.5  -353939  6.61  +0.14
010633.6  +125722  6.12  +0.96
010700.2  +565606  6.43  +1.18
010713.1  -235947  6.37  +0.23
010718.7  -614631  5.37  +0.88
010746.2  -094708  5.82  +0.43
010747.9  -412913  5.21  +0.16
010757.2  +204421  5.55  +0.13
010800.9  +435631  5.03  +0.11
010801.3  +320044  6.25  +0.40
010816.4  +545513  5.17  +0.69
010822.2  +053859  5.52  +0.34
010823.1  -551445  3.92  -0.08
010833.3  +581549  5.79  -0.01
010835.4  -101056  3.45  +1.16
010844.7  +861525  4.25  +1.21
010930.2  +471431  4.25  -0.07
010943.9  +353714  2.06  +1.58
010949.2  +193931  5.55  +0.69
011007.4  -574140  6.41  +0.89
011011.5  +154027  6.06  +1.49
011012.0  -085422  6.40  +1.04
011018.8  +420453  5.65  +0.60
011019.4  +252728  5.80  +1.47
011033.6  +022644  5.95  +1.51
011039.3  +684643  5.29  -0.02
011106.2  +550859  4.33  +0.17
011106.8  +312529  5.16  +0.23
011110.3  +374327  5.81  -0.10
011125.6  +641210  5.55  -0.07
011127.2  +210205  4.66  +1.03
011139.6  +300523  4.51  +1.09
011141.4  +650108  5.57  -0.09
011143.5  -021504  5.94  +1.40
011216.7  +794026  5.64  +0.01
011223.4  -304808  6.52  +0.48
011234.0  +452016  6.11  +1.64
011245.4  -375123  5.92  +0.28
011259.5  +300351  6.19  +1.00
011309.9  +614221  6.41  +0.01
011343.9  +073431  5.24  +0.32
011344.9  +243501  4.65  +1.04
011345.3  +073442  6.30  +0.49
011405.0  +283147  6.43  +1.70
011407.6  +160801  5.98  -0.08
011424.0  -075523  5.13  +0.46
011442.4  +065943  6.03  +1.08
011449.2  -005826  5.70  +0.42
011511.1  -453153  4.96  +0.58
011546.1  -685234  4.86  +0.47
011612.1  +714438  7.83  +0.78
011613.5  +870843  6.25  +1.12
011618.8  +330653  6.02  +1.15
011624.5  +480456  6.61  -0.05
011630.7  +795436  6.26  +0.42
011636.3  -023001  5.41  +0.90
011703.6  -662353  6.24  +0.05
011748.0  +033652  5.16  +0.07
011810.2  +472511  6.25  +1.35
011847.0  +372310  6.46  +0.23
011928.0  +271551  4.76  +0.03
011948.3  -003032  5.87  +0.64
012004.9  +581354  4.98  +0.68
012019.5  +773414  6.31  +0.92
012027.8  -111420  6.15  +1.11
012034.5  -031449  6.23  +1.02
012105.2  +643930  6.34  +0.09
012107.4  +284417  5.23  +1.39
012159.1  +761420  6.38  +0.28
012220.4  +453144  4.88  +1.08
012230.5  -190453  6.35  +0.48
012234.8  -002659  6.49  +1.08
012237.0  +014335  6.20  +1.52
012324.9  +202808  5.97  +1.71
012331.0  -305644  5.84  +1.61
012337.5  +341445  6.29  +0.83
012340.6  +374254  5.58  +0.26
012346.8  +784333  6.07  +0.39
012401.4  -081100  3.60  +1.06
012402.5  -080027  6.21  +0.23
012420.6  -065453  5.91  +0.41
012439.8  -153937  6.14  +0.91
012440.8  -412933  5.42  +1.04
012441.9  -443142  6.26  +1.14
012448.7  -025055  6.15  +0.96
012505.3  -642210  5.93  +1.56
012535.7  +233042  6.18  +0.43
012537.2  -143556  4.90  +1.23
012549.0  +601407  2.68  +0.13
012556.0  +680748  4.74  +1.05
012608.7  +343447  6.31  +0.47
012615.3  +191020  5.38  +0.39
012618.6  +432728  5.96  +0.49
012627.3  -002355  6.41  +1.24
012641.7  +191425  5.50  +1.11
012651.6  -130324  5.66  +0.35
012653.5  +033207  6.58  -0.04
012658.1  -323235  5.79  +3.86
012706.2  +342239  6.27  +0.46
012726.6  +410602  6.46  +0.27
012739.4  +452424  4.83  +0.42
012746.6  -105406  6.13  +1.32
012747.0  +402008  6.60  -0.04
012821.9  -431906  3.41  +1.57
012822.9  +075741  6.20  +1.12
012843.3  -334549  6.58  +0.30
012930.4  -464523  6.31  +1.66
012936.1  -213746  5.12  +0.02
012952.9  +182120  6.02  +0.14
013006.2  +470026  5.27  +1.00
013011.1  +060838  4.84  +1.37
013022.9  -261228  5.93  +1.34
013052.3  +660553  6.14  +0.08
013113.8  +701553  5.81  +0.47
013115.1  -490422  3.95  +0.99
013129.0  +152045  3.62  +0.97
013139.1  -453432  6.17  +0.06
013143.3  -301700  5.82  +1.08
013207.6  +344800  6.39  -0.12
013236.3  -494340  6.28  +0.46
013256.0  -365155  5.51  +1.02
013303.5  -090053  6.59  -0.04
013325.8  +581939  5.70  +1.52
013339.2  -783017  6.11  +0.97
013342.9  -070131  5.76  +0.64
013350.4  +890056  6.46  +0.11
013355.9  +591355  4.71  +1.00
013416.6  +371414  5.88  -0.07
013437.8  -154034  5.63  +0.07
013449.1  +182738  5.89  +1.52
013450.7  -315332  6.12  +1.11
013515.2  -580822  6.01  +0.38
013546.4  +143941  6.22  -0.04
013552.5  +410435  6.38  +1.11
013559.0  -152401  5.42  +1.21
013608.4  -295427  5.69  +0.33
013627.2  +484322  5.92  +1.21
013644.8  -581615  6.18  +1.61
013647.8  +412420  4.09  +0.54
013705.9  +120830  5.57  +0.35
013722.5  +741803  6.58  +0.03
013728.0  -844611  5.69  +0.94
013737.7  -092414  6.24  +0.53
013742.9  -571412  0.46  -0.16
013755.6  -825830  5.87  +0.61
013759.6  +483742  3.57  +1.28
013807.6  +575839  5.56  +1.38
013827.4  -363142  5.94  +1.05
013830.9  +730224  5.28  +0.96
013831.7  +452400  6.36  +0.04
013848.2  -532620  6.84  +0.44
013850.0  -250119  6.70  -0.08
013851.8  -211631  5.58  +0.34
013921.0  +442310  4.98  +0.89
013940.8  +162421  5.97  +1.12
013947.4  -561153  5.87  +0.90
013947.8  -561141  5.76  +0.87
014013.1  +535206  6.39  +1.61
014034.8  +403437  4.94  -0.09
014039.8  +431752  5.61  +0.21
014118.4  +254445  6.17  +0.44
014121.3  -790854  6.33  +0.94
014125.9  +052915  4.44  +1.36
014127.3  -380759  6.17  +0.42
014139.2  +300250  5.99  +1.01
014141.1  -500220  6.64  +0.12
014144.7  -111929  5.75  +0.44
014147.2  +423649  4.95  +0.62
014148.0  -604722  5.71  +1.27
014203.0  +610218  6.71  -0.03
014203.0  -364957  5.72  -0.01
014203.5  +351444  5.64  -0.07
014208.6  -321937  5.25  +1.05
014217.8  +583740  6.37  -0.02
014220.5  +680235  5.59  -0.07
014229.3  -534426  5.52  +0.53
014229.8  +201607  5.24  +0.84
014243.5  -034125  4.99  +1.38
014255.9  +703721  5.18  -0.04
014258.4  +612518  6.34  +0.01
014316.5  +451920  6.34  +1.01
014319.7  +603304  5.78  -0.02
014339.6  +504119  4.07  -0.04
014354.8  -044556  6.19  +1.54
014404.1  -155615  3.50  +0.72
014417.9  +573211  6.21  +0.10
014446.1  +570521  6.25  +0.04
014455.8  +200459  6.27  +0.75
014523.6  +090928  4.26  +0.96
014538.8  -250309  5.31  +0.39
014559.3  -054400  5.34  +1.52
014601.0  -272057  6.39  +0.36
014605.8  -504859  5.49  +1.60
014606.3  -533119  5.04  +0.04
014635.3  +172447  6.55  +0.25
014716.8  -414536  6.18  +1.54
014744.8  +635108  5.63  +0.81
014746.5  -801036  6.06  +0.34
014747.8  -370935  6.32  +1.02
014748.0  +461347  6.32  +0.43
014810.9  +165720  5.84  -0.03
014826.0  +034108  5.91  +0.97
014838.9  +375710  5.94  +0.97
014841.6  +324125  5.79  +0.55
014915.7  +475349  5.82  +0.29
014919.5  -310422  6.34  +1.22
014935.1  -104111  4.67  +0.33
014948.8  -382414  6.37  +0.52
015008.5  +221631  5.86  +0.74
015020.2  -474859  6.14  +1.01
015052.0  +110236  5.94  +0.30
015054.5  -501222  5.94  +0.14
015057.1  +515600  5.90  +0.43
015127.6  -102006  3.73  +1.14
015159.3  +550851  5.52  -0.18
015209.4  +504734  5.79  -0.07
015252.1  -165545  5.80  +0.27
015304.9  +293444  3.41  +0.49
015317.3  +404347  5.40  +1.32
015323.2  -383541  6.10  +1.12
015331.8  +191737  4.75  -0.04
015333.3  +031115  4.62  +0.94
015338.8  -461809  4.41  +1.59
015348.5  +553553  6.45  +0.18
015422.0  -422949  5.11  -0.06
015423.7  +634012  3.38  -0.15
015438.4  +204829  2.64  +0.13
015453.8  +404207  6.24  +1.25
015456.1  -673850  4.69  +0.95
015457.5  +370742  6.26  +1.17
015546.4  -605141  6.06  +0.37
015550.5  -782054  6.16  +0.44
015551.0  +233438  5.74  +1.19
015553.8  +015059  6.01  +0.56
015554.4  +371640  5.89  +1.63
015557.5  -513632  3.70  +0.85
015600.0  +684107  4.99  -0.10
015609.3  +371506  5.67  +1.06
015640.2  -223137  4.85  +1.42
015700.1  -514558  6.10  +0.48
015710.0  -472306  4.83  +0.88
015721.1  +174903  5.10  +0.92
015743.8  +274816  5.82  +1.60
015753.6  -652529  6.37  +0.90
015755.7  +233546  4.79  +0.28
015756.4  +414140  6.78  -0.06
015826.7  -330400  6.35  +1.02
015833.3  +614153  6.02  -0.04
015833.6  +491215  5.69  +1.01
015846.2  -613411  2.86  +0.28
015925.9  +121741  6.09  +0.19
015935.7  +210330  5.87  +1.03
015938.0  +643717  5.26  +0.01
015938.8  -420150  5.57  +1.06
015941.1  -660359  6.10  +1.17
015946.1  -204928  5.41  +1.65
020000.3  -210440  4.00  +1.57
020009.2  +030550  5.88  +0.62
020026.9  -083125  5.51  +1.52
020114.7  -300006  5.35  +0.88
020142.4  -444249  5.14  +1.49
020157.4  +705425  4.54  +0.16
020202.8  +024549  4.33  +0.03
020218.1  +542915  5.04  -0.08
020228.1  -293954  6.42  +0.14
020235.2  +132836  5.94  +1.59
020252.7  +645405  6.00  +0.03
020257.2  +775459  6.04  +1.14
020258.0  +331702  5.50  +0.03
020258.6  -151821  5.86  +0.98
020300.3  +642324  5.58  +0.38
020311.7  +000742  5.43  +0.15
020326.1  +722517  3.98  -0.01
020339.3  +255608  5.63  +0.54
020340.5  -040613  5.62  +1.59
020342.6  +181512  6.21  +1.42
020348.2  -002025  5.93  +0.88
020354.0  +421947  2.26  +1.37
020354.7  +421951  4.84  +0.03
020429.4  -291749  4.69  -0.17
020440.1  +650612  6.52   0.00
020507.4  +771653  5.38  +0.31
020531.2  +760654  5.22  +0.95
020612.3  +081451  6.31  +1.65
020629.3  +000206  6.28  +0.90
020633.9  +223854  5.03  +0.11
020649.2  +254217  6.15  -0.03
020710.4  +232745  2.00  +1.15
020829.3  +375133  4.82  +0.12
020840.5  +582525  5.67  +0.61
020845.7  -174646  6.10  +1.61
020909.3  -433100  5.85  +1.19
020925.3  +255623  4.98  +0.33
020925.3  +811745  6.05  +0.11
020932.6  +345914  3.00  +0.14
020934.8  -242045  6.48  +0.29
021004.9  -434856  6.32  +0.90
021007.8  +535035  6.31  +0.95
021025.6  -504928  6.12  +0.82
021037.6  +193001  5.70  +1.65
021052.8  +390222  5.63  -0.02
021053.7  +390235  6.10  -0.07
021112.0  +255613  6.02  +1.36
021121.1  +083411  5.63  +0.56
021122.2  -100308  6.01  +0.39
021125.0  +313135  6.23  +0.11
021129.0  +573845  6.36  +0.33
021135.8  -014931  5.93  +0.97
021222.3  +301811  4.94  +0.78
021237.5  +241004  5.96  +1.37
021247.5  -022337  5.54  +0.57
021248.1  +211239  5.27  +0.43
021254.5  -304326  5.28  -0.02
021300.0  +085048  4.37  +0.89
021300.9  -210001  5.86  +1.01
021303.3  +151647  5.71  +1.55
021313.3  +441354  4.83  +1.48
021321.2  +740140  6.29  +0.91
021336.3  +510357  5.31  +0.93
021341.5  +583340  6.44  +0.60
021402.6  +472903  6.06  +0.40
021414.7  -675030  5.55  +1.55
021429.1  +663128  6.07  +0.63
021432.0  -411000  5.91  +0.97
021528.3  -092756  6.55  -0.02
021528.5  -674447  5.69  +1.30
021542.8  +250235  5.58  +0.49
021546.0  +254659  5.79  +0.44
021556.2  +332132  5.28  -0.01
021630.6  -513044  3.56  -0.12
021651.7  +570319  6.48  +0.28
021659.0  -062520  5.51  +0.96
021703.2  +341327  4.87  +0.61
021710.4  +234604  6.55  +1.02
021718.9  +335050  4.01  +0.02
021759.9  +575359  5.75  +1.17
021801.4  +014528  5.58  +0.60
021804.5  +573100  5.98  +1.05
021807.5  +195404  5.62  +0.01
021857.0  +283833  5.03  +0.04
021858.0  +231004  6.46  +0.34
021858.5  -255644  6.34  +0.73
021916.8  +472248  5.30  -0.01
021920.7  -025839  3.04  +1.42
021924.7  -415054  6.37  +1.16
021937.3  +395006  6.63  -0.09
021940.8  -042044  6.50  +0.08
021954.3  -555641  5.81  +1.55
022012.9  +642014  6.60  -0.03
022041.4  +471839  6.11  -0.08
022058.2  +500905  5.59  -0.13
022144.9  -683934  4.09  +0.03
022156.6  +002345  5.28  +1.65
022201.4  -104640  5.46  +0.35
022205.0  -173944  5.87  +1.23
022211.8  -431200  6.31  +1.00
022212.4  -005306  5.42  +0.31
022221.4  +555044  5.17  +0.37
022232.6  -234859  5.20  +0.60
022250.3  +412347  5.82  +0.27
022252.3  -733845  5.01  +1.09
022254.6  -510532  5.92  +0.22
022257.8  -182116  6.22  +0.94
022306.5  -373435  6.53  +1.61
022351.8  +552152  6.28  +0.86
022420.1  -255051  6.44  +1.32
022424.9  +500024  5.19  +0.98
022433.8  -405026  6.18  +0.66
022449.0  +103638  5.47  -0.10
022453.9  -601843  5.35  +0.39
022458.4  -024648  6.33   0.00
022516.0  +563636  6.25  +0.31
022526.3  -662941  6.41  +1.54
022537.4  +501643  4.71  +1.53
022557.0  -121726  4.89  -0.03
022600.3  -152028  5.83  +0.15
022635.2  -200234  5.88  +1.26
022659.1  -474214  4.25  -0.14
022707.0  +270048  6.18  +1.43
022727.7  +314805  5.54  +1.12
022751.8  +503411  6.12  +0.41
022800.0  +015739  6.45  +0.97
022801.7  -334840  5.14  +0.10
022804.4  -641759  6.37  -0.04
022809.5  +082736  4.28  -0.06
022835.4  -310609  6.11  +1.11
022848.5  +295555  5.89  +0.58
022904.0  +672409  4.52  +0.12
022913.6  +232808  6.19  +0.15
022925.0  +553211  6.51  +0.09
022935.3  +093357  6.07  +1.02
022955.4  -224058  6.77  +0.19
023013.8  -251111  6.51  +0.29
023016.6  +335002  6.25  +1.07
023032.4  +251406  5.92  +0.41
023032.8  -223244  6.10  +1.61
023038.4  +195119  6.15  +0.25
023045.2  +001519  6.00  +0.17
023054.4  +174214  6.23  +0.90
023130.1  +021602  5.25  +1.27
023140.5  -790634  5.28  +0.98
023148.7  +891551  2.02  +0.60
023205.2  -151441  4.75  +0.45
023206.2  +360850  5.15  +1.47
023209.4  -010206  5.35  +1.02
023214.8  -362539  6.30  +1.02
023252.5  +343233  5.83  +1.07
023254.1  +150205  6.04  +0.54
023307.0  -343900  5.90  +1.06
023333.6  -623513  6.77  -0.06
023340.2  -200007  6.21  +1.10
023350.7  -281357  4.90  -0.05
023354.6  -510537  6.24  +0.52
023442.7  -075134  5.75  +1.40
023504.1  +072817  6.18  +1.06
023527.9  +393952  6.36  -0.10
023538.8  +371844  5.71  +1.39
023546.8  +344115  5.35  +1.66
023552.5  +053536  4.86  +0.87
023600.0  -074954  5.53  +1.59
023604.9  +065313  5.82  +0.98
023609.3  -300241  5.75  +1.02
023635.1  +074347  5.81  +1.04
023637.9  +122651  5.68  +0.49
023642.9  +313627  6.10  +1.05
023657.2  +384358  5.90  +0.48
023657.7  +243854  7.09  +0.50
023658.6  -343442  5.79  +0.66
023700.5  +243851  6.50  +0.41
023702.5  +341550   5.3  +1.55
023706.4  +325331  6.25  +0.48
023720.8  +395345  6.54  -0.12
023724.4  -523235  5.31  +0.27
023736.1  +654444  5.78  +1.56
023741.8  -032346  5.65  +1.02
023800.8  +074143  6.39  +0.44
023802.0  +724906  5.16  +0.88
023817.8  +374336  6.18  +0.47
023818.7  -301139  5.83  +0.48
023824.8  -375926  6.49  +0.52
023827.8  +380522  6.30  -0.03
023836.9  +032635  6.21  +1.00
023849.0  +215741  5.43  +0.16
023929.0  +001943  4.07  -0.22
023931.7  -641655  6.55  -0.08
023933.8  -115220  4.84  +0.45
